"","source","species","genus","trait_name","value","location_name","methodology_name","standard_unit","rls_group","name"
"8769","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.55,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8776","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.69,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8783","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.34,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8790","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.73,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8797","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.74,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8804","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.64,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8812","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.43,"Christiansted Harbor Fore-Reef, St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8818","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.02,"Christiansted Harbor Back Reef-Round Reef, St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8822","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.28,"Seaward of St. Croix Airport","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8826","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.74,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8833","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.86,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8840","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.41,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8847","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.48,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8854","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.81,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8861","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.95,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8868","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8875","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.84,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8882","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.78,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8889","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.57,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8896","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.8,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8903","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.71,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8910","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.79,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8917","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.94,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8924","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.93,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8931","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.96,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8938","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.04,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8945","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.87,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8952","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.84,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8959","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.05,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8966","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.97,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8973","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.95,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8980","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.57,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8987","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.86,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"8994","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.08,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9001","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.56,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9008","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.53,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9015","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.44,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9022","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.53,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9029","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.58,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9036","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.5,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9043","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.56,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9050","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.58,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9057","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.72,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9064","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.58,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"9071","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.52,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
