SiteCode,Site,LocationCode,Location,SiteLat,SiteLong,Country,AREA,POP2005,Ecoregion,Province,Realm,Lat_Zone
SI15,Black Rock,SI,Solitary Islands,-30.20102,153.25802,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI16,Eastern Bay Sth Solitary,SI,Solitary Islands,-30.20451,153.26781,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI17,Cleaner Station,SI,Solitary Islands,-30.2019,153.2676,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI18,Manta Arch,SI,Solitary Islands,-30.20261,153.26844,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI19,SW Solitary,SI,Solitary Islands,-30.15932,153.2257,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI2,Anemone Bay N Solitary Is,SI,Solitary Islands,-29.92314,153.38809,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI20,Unnamed Reef Mooring NW Solitary Is,SI,Solitary Islands,-30.01745,153.26816,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI21,Surgeons Reef,SI,Solitary Islands,-30.01751,153.27028,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI22,North Rock,SI,Solitary Islands,-29.97515,153.25885,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI23,Canyons North Solitary,SI,Solitary Islands,-29.9251,153.38679,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI24,Mattys Mooring NW Solitary Is,SI,Solitary Islands,-30.01876,153.26976,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI25,Surgeons Reef North,SI,Solitary Islands,-30.00751,153.27028,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI3,The Gantry S Solitary Is,SI,Solitary Islands,-30.20432,153.26482,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI4,North Boulder Wall S Solitary Is,SI,Solitary Islands,-30.20167,153.26635,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI6,Manta Mooring NW Solitary Is,SI,Solitary Islands,-30.01765,153.2692,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI7,South Boulder Wall,SI,Solitary Islands,-30.20228,153.26581,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI8,Buchanans Wall,SI,Solitary Islands,-30.20701,153.26527,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SI9,Turtle cove,SI,Solitary Islands,-30.24208,153.17998,Australia,768230,20310208,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,Temperate
SMP1,MRC2,,Shoalwater Marine Park,-32.37526,115.68672,Australia,,,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
SMP2,MRSPZ1,,Shoalwater Marine Park,-32.35994,115.68916,Australia,,,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
SMP3,PC1,,Shoalwater Marine Park,-32.26633,115.68332,Australia,,,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
SMP4,PSZ2A,,Shoalwater Marine Park,-32.27095,115.68316,Australia,,,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
SMP5,TS1North,,Shoalwater Marine Park,-32.3414,115.6905,Australia,,,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
SMP6,PR1North,,Shoalwater Marine Park,-32.3267,115.69142,Australia,,,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
SOL1,NusaTupe,SOL,Solomon Islands,-8.09965,156.86837,Solomon Islands,2799,472419,Solomon Archipelago,Eastern Coral Triangle,Central Indo-Pacific,Tropical
SOL2,Makuti,SOL,Solomon Islands,-8.13474,156.96666,Solomon Islands,2799,472419,Solomon Archipelago,Eastern Coral Triangle,Central Indo-Pacific,Tropical
SOL3,One Tree Island,SOL,Solomon Islands,-8.11317,156.91073,Solomon Islands,2799,472419,Solomon Archipelago,Eastern Coral Triangle,Central Indo-Pacific,Tropical
SOL4,Njari,SOL,Solomon Islands,-8.01299,156.75628,Solomon Islands,2799,472419,Solomon Archipelago,Eastern Coral Triangle,Central Indo-Pacific,Tropical
SOL5,Ayland blo Rego,SOL,Solomon Islands,-8.0252,156.79948,Solomon Islands,2799,472419,Solomon Archipelago,Eastern Coral Triangle,Central Indo-Pacific,Tropical
SPI1,Gåsodden,SPI,Spitsbergen,78.449,16.27767,Svalbard,,,North and East Barents Sea,Arctic,Arctic,Polar
SPI2,Ministergrunnen,SPI,Spitsbergen,78.40312,16.4413,Svalbard,,,North and East Barents Sea,Arctic,Arctic,Polar
SPI3,Sagaskjeret,SPI,Spitsbergen,78.2155,13.94416,Svalbard,,,North and East Barents Sea,Arctic,Arctic,Polar
SYD1,Kiribilly House,SYD,Sydney,-33.85186,151.21997,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD10,Georges Head,SYD,Sydney,-33.83785,151.26139,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD11,Barmoral Bay,SYD,Sydney,-33.81729,151.25331,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD12,Oak Park,SYD,Sydney,-34.06999,151.15745,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD13,Lilli Pilli Wall,SYD,Sydney,-34.069335,151.111092,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD14,Shiprock Wall,SYD,Sydney,-34.069152,151.129977,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD15,Gunamatta Baths,SYD,Sydney,-34.059032,151.148344,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD16,Browns Rock,SYD,Sydney,-33.99745,151.23702,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD17,Henrys Head,SYD,Sydney,-33.99564,151.23761,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD18,Bare Island South,SYD,Sydney,-33.992761,151.230399,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD19,Bare Island,SYD,Sydney,-33.992931,151.231843,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD2,Fort Denison,SYD,Sydney,-33.85529,151.22484,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD20,Bare Island,SYD,Sydney,-33.99142,151.23078,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD21,South Maroubra,SYD,Sydney,-33.953801,151.261332,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD22,South Maroubra,SYD,Sydney,-33.953801,151.261332,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD23,Gordons Bay,SYD,Sydney,-33.9165,151.2645,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD24,South Clovelly,SYD,Sydney,-33.915887,151.268771,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD25,Shark Point South,SYD,Sydney,-33.915622,151.271661,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD26,South Bondi,SYD,Sydney,-33.897088,151.275332,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD27,North Bondi,SYD,Sydney,-33.89414,151.28281,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD28,Neilsen Park East,SYD,Sydney,-33.849696,151.267342,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD29,The Gap,SYD,Sydney,-33.84282,151.28584,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD3,Clarke Island,SYD,Sydney,-33.86328,151.24196,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD30,Chowder Bay ,SYD,Sydney,-33.841655,151.253968,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD31,Green Point Camp Cove,SYD,Sydney,-33.840111,151.277492,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD32,Clifton Gardens Wharf,SYD,Sydney,-33.839753,151.253504,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD33,Chowder Bay,SYD,Sydney,-33.839495,151.25459,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD34,Camp Cove middle reef,SYD,Sydney,-33.839307,151.277744,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD35,Camp Cove NE,SYD,Sydney,-33.8388,151.27905,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD36,Inside South Head,SYD,Sydney,-33.83304,151.27898,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD37,Middle Head Sth 2,SYD,Sydney,-33.83036,151.26378,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD38,Middle Head Sth,SYD,Sydney,-33.82827,151.26574,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD39,The Blocks,SYD,Sydney,-33.8241,151.2972,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD4,Bradleys Heads,SYD,Sydney,-33.85133,151.24823,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD40,Middle Head North East,SYD,Sydney,-33.8234,151.26768,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD41,Old Mans Hat,SYD,Sydney,-33.8214,151.2903,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD42,Inside North Head,SYD,Sydney,-33.81802,151.285181,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD43,Grotto Point Lighthouse,SYD,Sydney,-33.81848,151.26069,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD44,Quarantine Jetty,SYD,Sydney,-33.81484,151.28466,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD45,Dobroyd Head,SYD,Sydney,-33.81322,151.27238,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD46,Little Manly Bay,SYD,Sydney,-33.808495,151.2845,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD47,BLUE FISH POINT - NORTH HEAD SYDNEY,SYD,Sydney,-33.80646,151.30526,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD48,Fairlight Point,SYD,Sydney,-33.801,151.27574,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD49,Fairlight ,SYD,Sydney,-33.80097,151.27415,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD5,Shark Island,SYD,Sydney,-33.85772,151.25629,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD50,Shelly Beach,SYD,Sydney,-33.800465,151.29531,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD51,Fairy Bower,SYD,Sydney,-33.799608,151.293076,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD52,Shelley Beach North,SYD,Sydney,-33.799269,151.296159,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD53,Freshwater,SYD,Sydney,-33.782418,151.294467,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD54,Freshwater north,SYD,Sydney,-33.78066,151.29599,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD55,Long Bay South,SYD,Sydney,-33.96811,151.25522,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD6,Steel Point,SYD,Sydney,-33.85595,151.26602,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD7,Berrys Bay Point,SYD,Sydney,-33.84819,151.19383,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD8,Shark Island SE,SYD,Sydney,-33.85966,151.25916,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
SYD9,Neilson Bay,SYD,Sydney,-33.852053,151.263956,Australia,768230,20310208,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
TAS1,Southport (SE),TAS,TAS (name),-43.46099,146.9955,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS10,Port Esperence Fish Farm2_400m,TAS,TAS (name),-43.33395,147.02034,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS11,Satellite Island Sth,TAS,TAS (name),-43.32286,147.22581,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS12,Roaring Beach,TAS,TAS (name),-43.31284,147.07509,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS13,Point South of Simp. Point (light),TAS,TAS (name),-43.29974,147.25166,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS14,Huon Point,TAS,TAS (name),-43.2831,147.10087,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS15,Rock east of Ninepin pt.,TAS,TAS (name),-43.27816,147.17856,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS16,Simpsons Point Sth ,TAS,TAS (name),-43.27045,147.27759,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS17,Charlotte cove light,TAS,TAS (name),-43.2701,147.14287,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS18,Satellite Island,TAS,TAS (name),-43.26783,147.24213,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS19,Garden Island west side,TAS,TAS (name),-43.26348,147.12677,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS2,Southport (SW),TAS,TAS (name),-43.454064,146.973942,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS20,Simpsons Point SW,TAS,TAS (name),-43.249,147.28825,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS21,Simpsons Point,TAS,TAS (name),-43.24109,147.29373,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS22,Great Bay Nth,TAS,TAS (name),-43.218,147.34114,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS23,Bruny Neck Nth,TAS,TAS (name),-43.20783,147.36298,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS24,Crescent Bay Nth,TAS,TAS (name),-43.19449,147.87404,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS25,Sykes Cove,TAS,TAS (name),-43.14546,147.32117,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS26,Roberts Point area,TAS,TAS (name),-43.14242,147.29123,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS27,Roberts Point Fish Farm,TAS,TAS (name),-43.13913,147.29853,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS28,Stewarts Bay,TAS,TAS (name),-43.13808,147.86505,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS29,Fortescue Kelp Forest,TAS,TAS (name),-43.13768,147.96908,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS3,Great Taylors Bay,TAS,TAS (name),-43.43856,147.17373,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS30,Point north of Barnes Bay,TAS,TAS (name),-43.13494,147.30894,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS31,Barnes Bay North Head,TAS,TAS (name),-43.12404,147.32348,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS32,Bivouac Bay,TAS,TAS (name),-43.12291,147.97423,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS33,North of Kettering Bay,TAS,TAS (name),-43.12155,147.27025,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS34,Nubeena Fish Farm1_2kmS,TAS,TAS (name),-43.12122,147.70488,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS35,Roberts Fish Farm (2kmNE) ,TAS,TAS (name),-43.11928,147.31479,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS36,Simmonds Point,TAS,TAS (name),-43.11131,147.28405,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS37,Saftety cove nth,TAS,TAS (name),-43.157923,147.85412,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS38,Nubeena Fish Farm2_400mS,TAS,TAS (name),-43.10448,147.71645,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS39,Nubeena Fish Farm1_400mE,TAS,TAS (name),-43.10287,147.70868,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS4,Partridge Island,TAS,TAS (name),-43.40293,147.10431,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS40,Nubeena Fish Farm2_100m,TAS,TAS (name),-43.10022,147.71326,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS41,Nubeena Fish Farm3_100m,TAS,TAS (name),-43.09939,147.71811,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS42,The Sheppards Fish Farm Sth,TAS,TAS (name),-43.0929,147.30049,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS43,Sheppards Fish Farm Nth,TAS,TAS (name),-43.08944,147.30101,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS44,Sheppards Fish Farm 400m Nth,TAS,TAS (name),-43.08437,147.30047,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS45,Bligh Point,TAS,TAS (name),-43.08396,147.32294,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS46,NorthBruny,TAS,TAS (name),-43.06995,147.36634,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS47,White beach,TAS,TAS (name),-43.111,147.73051,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS48,Waterfall Bay,TAS,TAS (name),-43.06085,147.94791,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS49,Sympathy Point,TAS,TAS (name),-43.03201,147.84066,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS5,Little Taylors Bay Nth,TAS,TAS (name),-43.36344,147.21722,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS50,Dart Island,TAS,TAS (name),-43.02582,147.84665,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS51,Clyde Island,TAS,TAS (name),-43.01036,147.93995,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS52,Tinderbox Marine Farm (100mNW),TAS,TAS (name),-43.05753,147.31147,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS53,Tinderbox Marine Farm (400mNW),TAS,TAS (name),-43.04947,147.30538,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS54,Sloping Bay Ref,TAS,TAS (name),-42.97259,147.67814,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS55,Slopen I,TAS,TAS (name),-42.941883,147.642489,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS56,Two Block Beach,TAS,TAS (name),-42.9852,147.9616,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS57,High Yellow Bluff,TAS,TAS (name),-42.94038,147.78514,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS58,Cape Paul Lamanon,TAS,TAS (name),-42.84232,147.91786,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS59,Hellfire Bluff,TAS,TAS (name),-42.74185,147.91716,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS6,Port Esperence Fish Farm1,TAS,TAS (name),-43.34664,147.04534,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS60,Green Bluff ,TAS,TAS (name),-42.73045,148.01097,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS61,Haunted Cove,TAS,TAS (name),-42.72022,148.06913,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS62,Whalers cove (>10),TAS,TAS (name),-42.66358,148.11369,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS63,Painted Cliffs,TAS,TAS (name),-42.59214,148.05072,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS64,Magistrates Point offshore,TAS,TAS (name),-42.58794,148.050705,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS65,Governor I SW,TAS,TAS (name),-41.87497,148.31148,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS66,Waubs Bay,TAS,TAS (name),-41.86969,148.30285,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS67,Gardens ramp,TAS,TAS (name),-41.16497,148.28393,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS68,Don Heads,TAS,TAS (name),-41.153103,146.320085,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS69,SE Prime Seal,TAS,TAS (name),-40.09146,147.75906,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS7,Hope Island South Side,TAS,TAS (name),-43.33934,147.04077,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS70,Kohinorr Rock,TAS,TAS (name),-40.08227,147.76598,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS71,GW Wolfe,TAS,TAS (name),-40.05788,147.75108,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS72,Mike s Reef,TAS,TAS (name),-40.04006,147.8324,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS73,Wybalenna Is NW point,TAS,TAS (name),-40.02462,147.8423,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS74,Wybalenna Is,TAS,TAS (name),-40.02387,147.84676,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS75,NE Prime Seal,TAS,TAS (name),-40.02269,147.77708,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS76,Bird Island,TAS,TAS (name),-40.01106,147.86694,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS77,Port Davies,TAS,TAS (name),-40.00372,147.8771,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS78,PortDavies3,TAS,TAS (name),-40.00071,147.86898,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS79,Primrose Sands,TAS,TAS (name),-42.898093,147.668991,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS8,Satellite Island 2km Sth,TAS,TAS (name),-43.33932,147.21931,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS80,East Betsy,TAS,TAS (name),-43.05247,147.48777,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS81,NE Betsey,TAS,TAS (name),-43.04267,147.4818,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS82,Inner Bligh,TAS,TAS (name),-43.08609,147.32297,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS83,Gulch SE,TAS,TAS (name),-41.87557,148.31241,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS84,Gulch SW,TAS,TAS (name),-41.87563,148.31159,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS85,Refuge Island,TAS,TAS (name),-42.18081,148.2594,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS86,Weatherhead Point Light,TAS,TAS (name),-42.23418,148.2505,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS87,Bryans,TAS,TAS (name),-42.25556,148.26084,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS88,Governor Island NE,TAS,TAS (name),-41.87094,148.31732,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS9,Port Esperence Fish Farm2_100m,TAS,TAS (name),-43.33657,147.02318,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
