SiteCode,Site,LocationCode,Location,SiteLat,SiteLong,Country,AREA,POP2005,Ecoregion,Province,Realm,Lat_Zone
TAS90,Mewstone Rock,,TAS (other),-43.73631,146.37143,Australia,,,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS91,North Breaksea Island,,TAS (other),-43.32156,145.96977,Australia,,,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS92,De Witt Island,,TAS (other),-43.5882,146.35895,Australia,,,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TAS94,Blubber Head,,TAS (other),-43.33258,147.06709,Australia,,,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
TONGA1,Uoleva Island Channel,TONGA,Tonga (other),-19.83026,-174.4173,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA10,Blue Lagoon Island,TONGA,Tonga (other),-18.7158,-174.14896,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA11,Blue Lagoon,TONGA,Tonga (other),-18.71749,-174.14868,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA12,Hunga lagoon Outer,TONGA,Tonga (other),-18.69375,-174.13804,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA13,Lua Kapa Island,TONGA,Tonga (other),-18.692,-174.13804,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA14,Otea Point,TONGA,Tonga (other),-18.68827,-174.04477,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA2,Uoleva Island,TONGA,Tonga (other),-19.8358,-174.4193,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA3,Ha'afeva,TONGA,Tonga (other),-19.93805,-174.7136,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA4,Ha'afeva West Reef,TONGA,Tonga (other),-19.9355,-174.72811,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA5,Fonuaika West,TONGA,Tonga (other),-20.1081,-174.72811,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA6,Fonuaika NE,TONGA,Tonga (other),-20.10828,-174.70102,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA7,'O'ua NE,TONGA,Tonga (other),-20.02291,-174.68276,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA8,Coral Gardens,TONGA,Tonga (other),-18.7146,-174.102867,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TONGA9,Lape Island,TONGA,Tonga (other),-18.71621,-174.08363,Tonga,72,99361,Tonga Islands,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
TZN1,Hulls Rocks,TZN,Tanzania,-10.19475,40.14412,United Republic of Tanzania,88359,38477873,East African Coral Coast,Western Indian Ocean,Western Indo-Pacific,Tropical
TZN2,Mkungu,TZN,Tanzania,-10.20187,40.14165,United Republic of Tanzania,88359,38477873,East African Coral Coast,Western Indian Ocean,Western Indo-Pacific,Tropical
TZN3,Monoliths,TZN,Tanzania,-10.23305,40.16885,United Republic of Tanzania,88359,38477873,East African Coral Coast,Western Indian Ocean,Western Indo-Pacific,Tropical
TZN4,Shangani,TZN,Tanzania,-10.23706,40.1873,United Republic of Tanzania,88359,38477873,East African Coral Coast,Western Indian Ocean,Western Indo-Pacific,Tropical
TZN5,Makonde Beach Club,TZN,Tanzania,-10.23944,40.17892,United Republic of Tanzania,88359,38477873,East African Coral Coast,Western Indian Ocean,Western Indo-Pacific,Tropical
TZN6,Fish Market,TZN,Tanzania,-10.263625,40.188382,United Republic of Tanzania,88359,38477873,East African Coral Coast,Western Indian Ocean,Western Indo-Pacific,Tropical
TZN7,Mtwara Port,TZN,Tanzania,-10.26472,40.1908,United Republic of Tanzania,88359,38477873,East African Coral Coast,Western Indian Ocean,Western Indo-Pacific,Tropical
TZN8,Veta,TZN,Tanzania,-10.25107,40.16205,United Republic of Tanzania,88359,38477873,East African Coral Coast,Western Indian Ocean,Western Indo-Pacific,Tropical
TZN9,MBR Marine Park,TZN,Tanzania,-10.312657,40.390434,United Republic of Tanzania,88359,38477873,East African Coral Coast,Western Indian Ocean,Western Indo-Pacific,Tropical
UK1,Broad Craig,UK,United Kingdom (other),55.89949,-2.1276,United Kingdom,24193,60244834,North Sea,Northern European Seas,Temperate Northern Atlantic,Temperate
UK10,Creagan Bridge,UK,United Kingdom (other),56.54701,-5.28828,United Kingdom,24193,60244834,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Temperate
UK2,Big Green Carr,UK,United Kingdom (other),55.90013,-2.12728,United Kingdom,24193,60244834,North Sea,Northern European Seas,Temperate Northern Atlantic,Temperate
UK3,Greenends Gully,UK,United Kingdom (other),55.87536,-2.08297,United Kingdom,24193,60244834,North Sea,Northern European Seas,Temperate Northern Atlantic,Temperate
UK4,Eyemouth2,UK,United Kingdom (other),55.87529,-2.08007,United Kingdom,24193,60244834,North Sea,Northern European Seas,Temperate Northern Atlantic,Temperate
UK5,Cathedral Rock,UK,United Kingdom (other),55.89913,-2.12552,United Kingdom,24193,60244834,North Sea,Northern European Seas,Temperate Northern Atlantic,Temperate
UK6,Seagull Rock,UK,United Kingdom (other),55.90048,-2.12963,United Kingdom,24193,60244834,North Sea,Northern European Seas,Temperate Northern Atlantic,Temperate
UK7,13 Steps W,UK,United Kingdom (other),56.54508,-5.27677,United Kingdom,24193,60244834,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Temperate
UK8,Slates,UK,United Kingdom (other),56.67878,-5.14523,United Kingdom,24193,60244834,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Temperate
UK9,Bonawe Point,UK,United Kingdom (other),56.44742,-5.22869,United Kingdom,24193,60244834,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Temperate
USEC1,Folly Cove MA,USEC,USEC (name),42.686815,-70.642961,United States,915896,299846449,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate
USEC10,Coffins Patch E FL,USEC,USEC (name),24.68577,-80.96287,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC11,Coffins Patch W FL,USEC,USEC (name),24.68553,-80.9645,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC12,Looe Reef Deep FL,USEC,USEC (name),24.54062,-81.41568,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC13,Looe Reef West FL,USEC,USEC (name),24.54569,-81.40591,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC14,Looe Reef Marker Post FL,USEC,USEC (name),24.546777,-81.405235,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC15,Pillar Patch FL,USEC,USEC (name),24.68217,-80.97067,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC16,Vaca Key Bight East FL,USEC,USEC (name),24.68975,-81.02973,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC17,Delta Shoal Marathon FL,USEC,USEC (name),24.63217,-81.09053,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC2,Mackerel Cove  Baileys I ME,USEC,USEC (name),43.72779,-69.998095,United States,915896,299846449,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate
USEC3,Mackerel Cove  Baileys I ME,USEC,USEC (name),43.727296,-69.998792,United States,915896,299846449,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Temperate
USEC4,Sombrero Light W FL,USEC,USEC (name),24.62529,-81.11185,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC5,Sombrero Light E FL,USEC,USEC (name),24.626395,-81.11185,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC6,Sombrero Light FL,USEC,USEC (name),24.625624,-81.109328,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC7,Sombrero Light Deep FL,USEC,USEC (name),24.62198,-81.110531,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC8,Vaca Key Bight FL,USEC,USEC (name),24.69262,-81.060967,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USEC9,Vaca Key Bight S FL,USEC,USEC (name),24.70784,-81.04805,United States,915896,299846449,Floridian,Tropical Northwestern Atlantic,Tropical Atlantic,Tropical
USWC1,Sund Rock  WA,USWC,USWC (name),47.434525,-123.11912,United States,915896,299846449,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC10,Johnsons Lee South  Sta Rosa CA,USWC,USWC (name),33.89753333,-120.10075,United States,915896,299846449,Northern California,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC11,Cavern Point  Santa Cruz,USWC,USWC (name),34.05428333,-119.5668667,United States,915896,299846449,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC12,Little Scorpion  Santa Cruz,USWC,USWC (name),34.04415,-119.54245,United States,915896,299846449,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC13,Devils Peak Member  Santa Cruz,USWC,USWC (name),34.04493333,-119.6014,United States,915896,299846449,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC14,Devils Peak Member south  Santa Cruz,USWC,USWC (name),34.0246,-119.60597,United States,915896,299846449,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC15,Monastery Beach South  Monterey CA,USWC,USWC (name),36.523534,-121.928867,United States,915896,299846449,Northern California,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC16,Monterey Wharf  CA,USWC,USWC (name),36.609409,-121.892368,United States,915896,299846449,Northern California,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC17,Cottam Point  Nanaimo BC,USWC,USWC (name),49.315709,-124.21549,Canada,909351,32270507,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC18,Madrona Point SW  Nainaimo BC,USWC,USWC (name),49.31327,-124.243166,Canada,909351,32270507,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC19,Madrona Point NW  Nainaimo BC,USWC,USWC (name),49.313571,-124.241936,Canada,909351,32270507,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC2,Scorpion Anchorage  Sta Cruz CA,USWC,USWC (name),34.04798,-119.5514,United States,915896,299846449,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC20,Quathiaski Cove BC,USWC,USWC (name),50.051539,-125.225256,Canada,909351,32270507,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC21,Dolphin Beach East BC,USWC,USWC (name),49.292504,-124.143514,Canada,909351,32270507,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC22,Maple Cove  Vancouver I BC,USWC,USWC (name),48.814748,-123.608538,Canada,909351,32270507,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC23,Kelvin Grove  BC,USWC,USWC (name),49.45002,-123.240764,Canada,909351,32270507,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC3,South Point  Sta Rosa CA,USWC,USWC (name),33.89233,-120.1195,United States,915896,299846449,Northern California,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC4,Chickasaw  Sta Rosa CA,USWC,USWC (name),33.90037,-120.13563,United States,915896,299846449,Northern California,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC5,Johnson s Lee  Sta Rosa CA,USWC,USWC (name),33.90142,-120.10222,United States,915896,299846449,Northern California,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC6,Johnsons Lee North  Sta Rosa CA,USWC,USWC (name),33.90147,-120.10297,United States,915896,299846449,Northern California,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC7,Pedro Reef  Santa Cruz,USWC,USWC (name),34.03836667,-119.5253,United States,915896,299846449,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC8,Potato Pasture  Santa Cruz,USWC,USWC (name),34.05216667,-119.5821167,United States,915896,299846449,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
USWC9,Hare Rock  San Miguel,USWC,USWC (name),34.06438333,-120.3566,United States,915896,299846449,Northern California,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Temperate
VAN1,Tranquility Reef,,Vanuatu,-17.563,168.229,Vanuatu,,,Vanuatu,Tropical Southwestern Pacific,Central Indo-Pacific,Tropical
VIC1,Whalers Point Portland,VIC,Victoria (other),-38.33893,141.611383,Australia,768230,20310208,Western Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC10,Bastion Point Mallacoota,VIC,Victoria (other),-37.57328,149.7673,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC11,Diamond Bay,VIC,Victoria (other),-38.35483,144.741426,Australia,768230,20310208,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC12,Cape Conran Bay,VIC,Victoria (other),-37.80908,148.7368,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC13,Kerangie Bay,VIC,Victoria (other),-37.803613,149.27112,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC14,West Yeerung Beach,VIC,Victoria (other),-37.797183,148.76156,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC15,NW Gabo Island,VIC,Victoria (other),-37.553016,149.906116,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC16,Gabo Harbor West,VIC,Victoria (other),-37.55763,149.90593,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC17,Tullaberger Is. Sth.,VIC,Victoria (other),-37.55853,149.84325,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC2,Lawrence Rocks,VIC,Victoria (other),-38.405383,141.669016,Australia,768230,20310208,Western Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC3,Red Bluff,VIC,Victoria (other),-37.8704,148.06088,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC4,Mallacoota Airport W.,VIC,Victoria (other),-37.61848,149.72063,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC5,Apex Park Reef,VIC,Victoria (other),-38.39286,142.2551,Australia,768230,20310208,Western Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC6,Inner La Bella Reef,VIC,Victoria (other),-38.403716,142.47813,Australia,768230,20310208,Western Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC7,Outer La Bella Reef,VIC,Victoria (other),-38.40545,141.669083,Australia,768230,20310208,Western Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC8,The Barrier,VIC,Victoria (other),-37.88838,147.96243,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
VIC9,Drew s Jetty,VIC,Victoria (other),-37.88847,147.96752,Australia,768230,20310208,Cape Howe,Southeast Australian Shelf,Temperate Australasia,Temperate
WA1,Seal Is,WA,Western Australia (other),-35.07395,117.97559,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
WA10,Little boat harbour  Bremer Bay,WA,Western Australia (other),-34.46863,119.36276,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
WA11,Fisheries beach  Bremer Bay,WA,Western Australia (other),-34.42522,119.39867,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
WA12,Lucky Bay  Cape Le-grand national park  ,WA,Western Australia (other),-33.99302,122.2221,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
WA13,Tanker Jetty  Esperance,WA,Western Australia (other),-33.85261,121.90215,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
WA14,Honeycomb Rocks,WA,Western Australia (other),-33.66845,114.99854,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
WA15,Canal Rocks,WA,Western Australia (other),-33.66929,114.99599,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
WA16,Busselton Jetty  Shore end,WA,Western Australia (other),-33.64366,115.34392,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
WA17,Busselton Jetty,WA,Western Australia (other),-33.63055,115.33823,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
WA18,Coral Gardens 2,WA,Western Australia (other),-33.59231,115.23128,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
WA19,Eagle Bay Bommie,WA,Western Australia (other),-33.55847,115.076,Australia,768230,20310208,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Temperate
